date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:13:07	889/889	---M--	200	added ('OK')	image/png	etag:W/%22889-1709910725742%22	https://www.yanbal.com/_ui/responsive/theme-yanbal/images/facebook.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/images/facebook.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:07	848/848	---M--	200	added ('OK')	image/png	etag:W/%22848-1709910725746%22	https://www.yanbal.com/_ui/responsive/theme-yanbal/images/google.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/images/google.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:08	1722/1722	---M--	200	added ('OK')	image/png	etag:W/%221722-1709910725950%22	https://www.yanbal.com/_ui/responsive/theme-yanbal/images/success-reset-password.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/images/success-reset-password.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:08	1309/1309	---M--	200	added ('OK')	image/png	etag:W/%221309-1709910725730%22	https://www.yanbal.com/_ui/responsive/theme-yanbal/images/check-radio-button-wihte.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/images/check-radio-button-wihte.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:08	1517/1517	---M--	200	added ('OK')	image/gif	etag:W/%221517-1709910725266%22	https://www.yanbal.com/_ui/responsive/common/images/AjaxLoader.gif	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/common/images/AjaxLoader.gif	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:09	431/431	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Mar%202024%2014:13:13%20GMT	https://www.yanbal.com/_ui/responsive/theme-yanbal/css/owl.video.play.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/css/owl.video.play.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:09	1137/1137	---M--	200	added ('OK')	image/png	etag:W/%221137-1709910725714%22	https://www.yanbal.com/_ui/responsive/theme-yanbal/images/arrow-box-wishlist.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/responsive/theme-yanbal/images/arrow-box-wishlist.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:09	1571/1571	---M--	200	added ('OK')	image/png	etag:W/%221571-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon1.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon1.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:09	1565/1565	---M--	200	added ('OK')	image/png	etag:W/%221565-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon2.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon2.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:09	1591/1591	---M--	200	added ('OK')	image/png	etag:W/%221591-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon3.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/icon3.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:10	2575/2575	---M--	200	added ('OK')	image/png	etag:W/%222575-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-silver-on.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-silver-on.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:10	2033/2033	---M--	200	added ('OK')	image/png	etag:W/%222033-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-silver-off.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-silver-off.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
09:13:10	2642/2642	---M--	200	added ('OK')	image/png	etag:W/%222642-1697714120000%22	https://www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-gold-on.png	C:/Semestre2024-I/DAWA/tarea01/public/Yanbal/www.yanbal.com/_ui/addons/assistedservicestorefront/responsive/common/images/customer360/asm__customer360-overview-info-points-medal-gold-on.png	(from https://www.yanbal.com/wro/home_essentials.min.css?t=007c3589-d1f4-4847-b399-5b9100706463)
